	question	answer
70	Kde můžu najít informace o stížnostech?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
71	Kde lze najít informace o stížnostech?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
72	Kam má být stížnost podána?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
73	Kam musí být stížnost podána?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
74	Co může být předmětem stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
75	Jaký je účel podání stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
76	Kdo může podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
77	Kdo je oprávněn podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
78	Co se stane po podání stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
79	Jak může být stížnost vyřešena?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
80	Jaké jsou možné reakce Úřadu na stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
81	právní předpisy týkající se stížností	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
82	Kam podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
83	Jak podat stížnost?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
84	Jak může vypadat rozhodnutí o stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
85	Jak vypadá rozhodnutí o stížnosti?	Stížnost je podání nebo sdělení, které někdo podá veřejnoprávní nebo soukromoprávní osobě nebo orgánu, pokud předmětem je nějaký nedostatek, nesprávné jednání nebo nečinnost adresáta nebo osoby, vůči níž má adresát nějakou pravomoc nebo odpovědnost, zejména nemá-li takové podání podle zvláštních právních předpisů jiný název. Stížnosti doručené Úřadu, tříděné podle let, a reakce Úřadu na ně, včetně Směrnice k vyřizování stížností v Úřadu průmyslového vlastnictví naleznete zde.
